Score,Total # of Trades,Current Trades,Unrated Trades,Curr Neg Trades,Hist Neg Trades,No. of Accts Paid,Curr Past Due,Amount Past due,30 Days,60 Days,90+ days,Inquiries,Inq. Last 6 Months,Public Records,Collections,Oldest Trade,Accounts Balance,Monthly Payment,Credit Limit,High Credit,Total Real Est. Bal,Total Rev. Bal,Tot. Installment Bal,Available %
560,8,0,0,2,0,4,1, $422.00 ,44,13,9,7,1,0,0,01/01/1984," $12,038.00 ", $425.00 , $300.00 ," $52,310.00 ", $-   , $743.00 ," $11,295.00 ",0%
494,19,3,0,0,0,6,8," $9,858.00 ",4,4,6,11,0,0,4,01/06/2016," $29,722.00 ", $715.00 , $324.00 ," $29,754.00 ", $-   ," $2,557.00 "," $3,074.00 ",0%
523,9,1,0,0,0,0,5," $21,620.00 ",3,2,2,6,4,0,2,01/04/2015," $23,168.00 ", $-   , $-   ," $29,989.00 ", $-   , $635.00 , $-   ,0%
494,19,0,0,1,0,3,8," $8,268.00 ",11,8,28,11,2,0,2,01/03/2016," $9,598.00 ", $-   ," $1,600.00 "," $7,414.00 ", $-   ," $5,422.00 ", $-   ,29%
477,12,1,0,1,1,2,6," $4,793.00 ",6,5,11,45,9,0,3,01/09/2017," $11,778.00 ", $25.00 , $200.00 ," $10,161.00 ", $-   ," $2,363.00 "," $1,082.00 ",55%
571,30,2,0,0,0,10,13," $18,170.00 ",14,11,6,38,5,0,11,01/02/2014," $28,533.00 ", $771.00 , $-   ," $83,123.00 ", $-   , $143.00 ," $11,220.00 ",0%
Not Scored,1,0,0,0,0,0,1," $30,209.00 ",0,0,0,5,0,0,0,01/06/2014," $30,209.00 ", $-   , $-   , $-   , $-   , $-   , $-   ,0%
515,7,1,0,0,0,0,5," $15,913.00 ",6,4,5,13,7,0,2,01/03/2014," $17,609.00 ", $207.00 , $300.00 ," $36,018.00 ", $-   , $333.00 ," $2,453.00 ",0%
541,2,6,2,0,0,2,5," $14,537.00 ",27,19,34,4,0,1,2,01/11/2004," $63,804.00 ", $25.00 , $500.00 ," $113,515.00 ", $-   ," $1,478.00 "," $48,084.00 ",10%
555,13,9,0,3,0,1,0, $-   ,4,2,0,4,0,0,0,01/07/2009," $140,701.00 "," $2,019.00 "," $7,100.00 "," $107,540.00 ", $-   ," $7,248.00 "," $133,453.00 ",0%
615,6,3,0,0,0,3,0, $-   ,0,0,0,6,4,0,0,01/08/2019," $35,609.00 ", $728.00 , $500.00 ," $37,164.00 ", $-   , $475.00 ," $35,134.00 ",5%
534,41,7,0,1,0,5,26," $22,736.00 ",6,3,4,44,14,0,21,01/12/1999," $42,351.00 ", $854.00 , $-   ," $46,425.00 ", $-   , $430.00 ," $19,841.00 ",0%
641,1,1,0,0,0,0,0, $-   ,0,0,0,3,1,0,0,01/02/2020," $8,003.00 ", $256.00 , $-   ," $8,363.00 ", $-   , $-   ," $8,003.00 ",0%
627,39,12,0,0,1,15,5," $3,797.00 ",19,13,35,33,8,1,0,01/12/2004," $98,756.00 ", $988.00 ," $32,100.00 "," $630,665.00 ", $-   ," $1,363.00 "," $96,819.00 ",100%
593,34,9,0,2,0,11,7," $8,267.00 ",18,5,21,12,2,0,2,01/12/1999," $36,703.00 ", $988.00 ," $8,510.00 "," $133,637.00 "," $4,771.00 "," $9,548.00 "," $16,757.00 ",18%
Not Scored,,,,,,,,,,,,,,,,,,,,, $-   ,,,0%
500,12,0,0,0,0,1,8," $3,263.00 ",3,3,7,11,0,0,6,01/06/2006," $2,927.00 ", $-   , $-   ," $132,161.00 ", $-   , $-   , $-   ,0%
453,10,0,0,0,0,0,9," $10,409.00 ",7,6,14,6,3,0,4,01/05/2017," $10,470.00 ", $22.00 , $-   ," $19,880.00 ", $-   ," $1,494.00 ", $149.00 ,0%
Not Scored,2,0,0,0,0,3,2," $4,773.00 ",0,0,0,1,0,0,2,01/08/2018," $4,773.00 ", $-   , $-   ," $4,773.00 ", $-   , $-   , $-   ,0%
606,10,8,0,0,0,2,0, $-   ,0,0,0,14,0,0,0,01/04/2019," $4,282.00 ", $255.00 ," $4,500.00 "," $4,873.00 ", $-   ," $4,282.00 ", $-   ,5%
Not Scored,,,,,,,,,,,,,,,,,,,,,,,,0%
Not Scored,4,0,0,0,0,0,3, $962.00 ,1,1,1,6,3,0,2,01/10/2014, $962.00 , $-   , $-   ," $1,095.00 ", $-   , $-   , $-   ,0%
585,27,19,0,0,0,1,5," $1,682.00 ",13,4,19,10,3,0,2,01/06/2012," $75,740.00 ", $475.00 , $500.00 ," $84,524.00 ", $-   ," $1,119.00 "," $73,179.00 ",0%
Not Scored,7,0,0,1,0,0,3, $633.00 ,1,1,11,3,1,0,6,01/10/2014," $19,943.00 ", $337.00 , $-   ," $2,444.00 ", $-   , $-   ," $18,888.00 ",0%
598,28,8,0,1,0,9,4," $19,624.00 ",112,37,20,16,7,1,1,01/12/1999," $35,660.00 ", $607.00 ," $2,600.00 "," $136,219.00 ", $-   ," $18,129.00 "," $14,192.00 ",29%
475,34,1,0,0,0,0,29," $25,371.00 ",0,0,0,3,0,0,28,01/11/2014," $25,495.00 ", $-   , $-   ," $19,675.00 ", $-   , $124.00 , $163.00 ,17%
487,13,1,0,0,1,2,4," $2,345.00 ",12,8,12,4,1,0,4,01/02/2013," $55,971.00 "," $1,099.00 ", $-   ," $128,098.00 ", $-   , $-   ," $53,396.00 ",0%
541,9,0,0,4,1,0,1, $219.00 ,15,11,10,10,2,1,1,01/05/2007," $31,332.00 ", $496.00 , $-   ," $69,821.00 ", $-   , $-   ," $31,332.00 ",0%
597,42,9,0,0,0,10,5," $5,444.00 ",29,12,61,5,3,0,5,01/02/1996," $117,558.00 ", $252.00 ," $1,051.00 "," $211,276.00 ", $-   ," $1,659.00 "," $111,416.00 ",34%
526,14,4,0,0,0,3,5," $5,750.00 ",2,1,4,8,7,0,4,01/12/2008," $9,047.00 ", $-   , $-   ," $28,099.00 ", $-   ," $2,265.00 "," $2,758.00 ",0%
587,15,7,0,1,0,0,3," $18,806.00 ",15,91,22,21,7,2,0,01/12/1999," $256,737.00 "," $1,797.00 "," $4,375.00 "," $571,196.00 "," $234,597.00 "," $4,480.00 "," $234,786.00 ",33%
643,13,6,0,0,1,4,1, $484.00 ,1,0,0,8,0,0,0,01/08/2017," $17,170.00 ", $867.00 ," $13,800.00 "," $36,164.00 ", $-   ," $3,782.00 "," $13,388.00 ",73%
Not Scored,1,0,0,0,0,0,1," $1,021.00 ",0,0,0,2,0,0,1,01/04/2017," $1,021.00 ", $-   , $-   , $757.00 , $-   , $-   , $-   ,0%
546,9,2,0,0,0,0,5," $2,311.00 ",3,3,6,10,2,0,3,01/05/2013," $14,254.00 ", $325.00 , $-   ," $21,215.00 ", $-   , $525.00 ," $11,943.00 ",0%
543,26,0,0,10,0,1,11," $34,964.00 ",24,10,103,20,5,0,3,01/11/2009," $96,800.00 ", $500.00 , $-   ," $88,849.00 ", $-   ," $18,006.00 "," $61,833.00 ",0%
553,4,0,0,2,0,0,1," $5,439.00 ",1,1,13,19,0,0,1,01/09/2017," $8,983.00 ", $-   , $-   ," $9,442.00 ", $-   , $-   ," $2,855.00 ",0%
571,35,6,0,10,0,9,6," $16,130.00 ",23,9,30,13,1,0,3,01/07/2006," $239,581.00 ", $385.00 , $900.00 ," $376,683.00 ", $-   ," $1,409.00 "," $222,445.00 ",0%
592,48,20,0,1,1,9,2," $1,027.00 ",3,1,14,17,4,0,1,01/11/2008," $88,579.00 "," $1,405.00 "," $13,070.00 "," $166,778.00 ", $-   ," $13,247.00 "," $75,332.00 ",6%
641,23,16,0,0,0,0,4," $9,101.00 ",10,8,8,6,6,0,2,01/12/1999," $82,271.00 ", $723.00 , $-   ," $73,613.00 ", $-   , $222.00 ," $73,170.00 ",100%
486,33,1,0,0,1,15,10," $12,963.00 ",10,6,13,20,3,1,4,01/05/2010," $12,963.00 ", $-   , $-   ," $48,105.00 ", $-   ," $2,354.00 ", $-   ,0%
541,5,2,0,0,0,0,3," $1,371.00 ",3,3,8,4,0,0,0,01/08/2015," $2,308.00 ", $68.00 , $500.00 ," $1,556.00 ", $-   ," $1,644.00 ", $497.00 ,12%
534,8,3,0,0,0,1,4," $6,699.00 ",4,4,15,18,1,0,1,01/10/2017," $33,664.00 ", $-   , $-   ," $32,201.00 ", $-   ," $1,762.00 "," $20,093.00 ",83%
Not Scored,2,0,0,0,0,0,2," $1,272.00 ",0,0,0,0,0,0,2,01/05/2018," $1,272.00 ", $-   , $-   ," $1,272.00 ", $-   , $-   , $-   ,0%
573,11,2,0,1,1,1,5," $2,727.00 ",19,19,9,11,2,0,3,/1/2008," $5,405.00 ", $253.00 ," $4,600.00 "," $180,028.00 ",$0," $3,326.00 ", $-   ,39%
552,30,5,0,2,0,2,12," $6,047.00 ",49,24,64,11,5,0,4,01/02/2005," $185,404.00 "," $2,788.00 "," $23,354.00 "," $343,226.00 "," $108,815.00 "," $21,347.00 "," $160,368.00 ",19%
546,95,12,0,0,0,25,11," $22,280.00 ",20,15,20,46,11,0,2,01/04/2003," $23,432.00 ", $35.00 , $300.00 ," $240,104.00 ", $-   ," $1,547.00 ", $-   ,10%
597,20,7,0,6,0,5,1," $15,882.00 ",4,1,6,0,0,0,0,01/02/2014," $52,222.00 ", $162.00 ," $1,500.00 "," $52,165.00 ", $-   ," $1,476.00 "," $34,864.00 ",2%
581,8,3,0,0,0,0,3," $8,523.00 ",8,5,11,5,0,0,0,01/12/1999," $34,480.00 ", $629.00 , $300.00 ," $45,140.00 ", $-   ," $1,230.00 "," $25,682.00 ",8%
499,14,0,0,0,0,1,8," $3,629.00 ",11,12,21,0,0,1,4,01/06/2007," $3,629.00 ", $-   , $-   ," $32,132.00 ", $-   , $465.00 , $-   ,0%
500,10,3,0,0,2,0,6, $945.00 ,7,4,7,18,0,1,0,01/02/2016," $21,233.00 ", $746.00 ," $4,150.00 "," $33,798.00 ", $-   ," $6,905.00 "," $14,328.00 ",0%
560,8,2,0,0,0,1,2, $932.00 ,11,3,13,2,0,0,1,01/08/2017," $3,533.00 ", $209.00 , $600.00 ," $10,377.00 ", $-   ," $1,532.00 "," $1,932.00 ",0%
533,25,3,0,0,0,2,17," $46,963.00 ",11,8,19,6,5,0,10,01/09/2010," $56,481.00 ", $300.00 , $-   ," $100,357.00 ", $-   , $-   ," $9,518.00 ",100%
453,4,0,0,0,0,0,4," $5,208.00 ",1,1,2,21,2,0,3,01/08/2018," $5,208.00 ", $-   , $-   ," $4,796.00 ", $-   , $-   , $-   ,0%
518,22,2,0,12,1,0,6," $2,166.00 ",13,4,33,12,4,0,2,01/02/2006," $59,351.00 ", $707.00 ," $1,900.00 "," $56,162.00 ", $-   ," $2,874.00 "," $53,273.00 ",0%
513,46,4,0,2,2,7,27," $77,429.00 ",94,43,69,10,1,0,11,01/09/2005," $125,115.00 "," $2,009.00 "," $2,100.00 "," $375,550.00 ", $-   ," $16,770.00 "," $48,397.00 ",6%
586,6,2,0,0,0,0,3," $1,755.00 ",0,0,0,7,2,0,3,01/12/2016," $3,939.00 ", $55.00 , $700.00 ," $4,005.00 ", $-   , $640.00 , $-   ,9%
500,25,1,0,0,1,3,19," $17,533.00 ",7,2,12,3,0,0,16,01/01/1996," $42,627.00 ", $789.00 , $-   ," $100,167.00 ", $-   , $-   ," $25,703.00 ",0%
521,15,0,0,2,0,1,6," $3,978.00 ",12,9,22,20,8,0,2,01/01/2002," $53,677.00 ", $-   , $-   ," $49,460.00 ", $-   , $236.00 ," $49,699.00 ",0%
538,17,4,0,3,0,3,6," $2,977.00 ",11,8,17,5,1,0,1,01/02/2014," $24,161.00 ", $257.00 ," $7,600.00 "," $29,201.00 ", $-   ," $10,479.00 "," $13,534.00 ",13%
575,24,2,0,15,0,1,4," $10,131.00 ",3,2,17,53,15,0,2,01/08/2012," $52,934.00 ", $115.00 , $-   ," $67,283.00 ", $-   , $-   ," $42,803.00 ",0%
471,8,0,0,0,0,0,8," $8,482.00 ",3,5,3,7,0,0,3,01/07/2015," $8,805.00 ", $-   , $-   ," $12,521.00 ", $-   , $465.00 , $-   ,0%
515,5,0,0,0,0,2,1," $2,661.00 ",1,2,6,1,0,1,0,01/10/2005," $2,661.00 ", $-   , $-   ," $148,197.00 ", $-   , $-   , $-   ,0%
503,15,0,0,0,0,4,5," $1,883.00 ",5,5,8,3,1,0,3,01/11/2010," $1,823.00 ", $-   , $-   ," $40,937.00 ", $-   , $-   , $-   ,0%
652,1,1,0,0,0,0,0, $-   ,0,0,0,2,1,0,0,01/02/2019," $7,926.00 ", $202.00 , $-   ," $9,148.00 ", $-   , $-   ," $7,926.00 ",0%
Not Scored,,,,,,,,,,,,,,,,,,,,,,,,0%
594,28,11,0,9,0,1,5," $1,622.00 ",2,10,31,23,10,0,4,01/03/2012," $64,617.00 ", $258.00 , $500.00 ," $63,010.00 ", $-   , $-   ," $62,690.00 ",100%
507,60,2,0,0,0,13,39," $43,255.00 ",35,20,50,1,0,0,21,01/01/2005," $44,224.00 ", $131.00 , $-   ," $124,462.00 ", $-   ," $3,305.00 ", $969.00 ,0%
544,14,0,0,3,0,3,3," $5,490.00 ",12,8,44,5,1,0,0,01/01/2010," $17,712.00 ", $-   , $-   ," $39,647.00 ", $-   ," $3,382.00 "," $12,222.00 ",0%
623,8,4,0,0,0,0,2, $599.00 ,4,3,8,6,1,0,1,01/12/1999," $1,311.00 ", $82.00 ," $1,675.00 "," $1,306.00 ", $-   ," $1,152.00 ", $20.00 ,59%
530,9,1,0,0,0,4,4," $2,214.00 ",3,2,6,13,0,0,2,01/12/2016," $13,661.00 ", $494.00 , $-   ," $33,603.00 ", $-   , $-   ," $11,886.00 ",0%
Not Scored,1,0,0,0,0,0,1, $871.00 ,0,0,0,4,0,0,1,01/07/2015, $871.00 , $-   , $-   , $871.00 , $-   , $-   , $871.00 ,0%
461,6,0,0,0,0,0,5," $4,796.00 ",1,1,0,3,2,0,3,01/02/2016," $4,872.00 ", $10.00 , $-   ," $8,072.00 ", $-   , $-   , $106.00 ,0%
511,21,4,0,0,1,3,11," $30,437.00 ",14,11,5,17,2,0,5,01/02/2013," $30,766.00 ", $32.00 ," $24,200.00 "," $76,118.00 ", $-   , $389.00 ," $8,224.00 ",98%
522,47,3,0,4,0,17,6," $6,393.00 ",40,23,41,18,2,0,0,01/10/1974," $45,670.00 ", $988.00 ," $2,105.00 "," $792,976.00 ", $-   ," $7,242.00 "," $36,124.00 ",50%
513,9,1,0,0,0,0,5," $6,091.00 ",2,2,9,15,4,0,5,01/01/2014," $8,059.00 ", $35.00 , $200.00 ," $8,727.00 ", $-   , $200.00 ," $4,936.00 ",0%
576,5,0,0,1,0,1,3," $1,688.00 ",0,0,1,5,0,0,3,01/05/2009," $22,016.00 ", $-   , $-   ," $17,138.00 ", $-   , $-   ," $20,328.00 ",0%
566,63,3,0,1,0,34,17," $20,368.00 ",12,10,38,20,9,0,13,01/05/1994," $313,918.00 ", $939.00 , $300.00 ," $715,634.00 ", $-   ," $14,996.00 "," $289,785.00 ",0%
522,5,2,0,0,1,0,3," $1,590.00 ",2,0,0,16,2,0,2,01/04/2016," $12,564.00 ", $662.00 , $300.00 ," $16,062.00 ", $-   , $334.00 ," $10,661.00 ",0%
514,25,3,0,0,1,7,15," $38,249.00 ",3,0,3,6,0,0,9,01/12/2009," $95,637.00 ", $135.00 , $700.00 ," $106,175.00 ", $-   ," $1,156.00 "," $56,637.00 ",0%
466,11,4,0,0,0,0,7," $3,010.00 ",2,4,14,16,7,0,1,01/05/2018," $6,860.00 ", $109.00 , $892.00 ," $7,057.00 ", $-   ," $2,165.00 "," $2,245.00 ",0%
509,10,4,0,1,2,0,4, $836.00 ,5,1,0,3,0,0,1,01/03/2017," $10,232.00 ", $447.00 ," $5,950.00 "," $14,552.00 ", $-   ," $5,602.00 "," $4,078.00 ",6%
570,51,19,0,0,1,9,8," $6,865.00 ",40,9,41,29,1,0,1,01/05/1999," $455,419.00 ", $973.00 ," $22,400.00 "," $1,004,829.00 "," $408,532.00 "," $15,355.00 "," $433,662.00 ",50%
663,5,5,0,0,0,0,0, $-   ,0,0,0,2,2,0,0,01/10/2008," $8,381.00 ", $-   , $500.00 ," $8,886.00 ", $-   , $-   ," $8,381.00 ",100%
603,5,2,0,0,0,2,1, $470.00 ,0,0,0,4,2,0,1,01/02/2013," $6,804.00 ", $-   , $-   ," $6,804.00 ", $-   , $-   ," $6,334.00 ",0%
557,3,1,0,0,0,0,0, $-   ,5,5,9,1,0,0,0,01/09/2017," $33,617.00 ", $-   , $-   ," $32,500.00 ", $-   , $-   ," $33,617.00 ",0%
563,7,1,0,0,0,0,5," $3,303.00 ",1,1,3,3,1,0,5,01/10/2014," $3,303.00 ", $-   , $200.00 ," $3,504.00 ", $-   , $-   , $-   ,100%
,,,,,,,,,,,,,,,,,,,,,,,,
582,19,6,0,1,0,4,5," $7,098.13 ",9,6,15,9,2,0,2,,53824, $589.11 ," $7,702.60 "," $123,479.32 "," $15,611.95 "," $4,604.65 "," $43,168.96 ",29.14798206
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
