Score,Total # of Trades,Current Trades,Unrated Trades,Curr Neg Trades,Hist Neg Trades,No. of Accts Paid,Curr Past Due,Amount Past due,30 Days,60 Days,90+ days,Inquiries,Inq. Last 6 Months,Public Records,Collections,Oldest Trade,Accounts Balance,Monthly Payment,Credit Limit,High Credit,Total Real Est. Bal,Total Rev. Bal,Tot. Installment Bal,Available %
573,52,3,0,3,0,27,3," $4,245.00 ",40,10,10,6,1,0,1,01/01/2005," $34,510.00 ", $773.00 , $800.00 ," $124,253.00 ", $-   ," $1,532.00 "," $28,733.00 ",2%
601,42,10,0,0,0,12,6," $3,653.00 ",47,30,42,3,1,1,3,01/02/2006," $17,264.00 ", $518.00 ," $2,400.00 "," $104,536.00 ", $-   ," $4,164.00 "," $12,323.00 ",67%
566,36,2,0,2,0,11,6," $8,248.00 ",51,101,37,5,1,0,0,01/09/2006," $39,056.00 ", $442.00 , $250.00 ," $100,269.00 ", $-   ," $6,822.00 "," $30,808.00 ",100%
596,5,2,0,0,0,1,1, $124.00 ,0,0,0,4,0,0,0,01/09/2015," $8,765.00 ", $260.00 , $500.00 ," $12,140.00 ", $-   , $459.00 ," $8,182.00 ",8%
672,13,9,0,0,0,3,0, $-   ,0,0,11,10,6,0,0,01/10/2009," $14,597.00 ", $687.00 ," $9,600.00 "," $22,999.00 ", $-   ," $2,926.00 "," $11,671.00 ",70%
735,4,4,0,0,0,0,0, $-   ,0,0,0,3,2,0,0,01/03/2018," $14,745.00 ", $653.00 ," $2,500.00 "," $21,857.00 ", $-   , $748.00 ," $13,997.00 ",70%
707,2,0,0,0,0,0,0, $-   ,0,0,0,0,0,0,0,01/04/2019," $9,294.00 ", $344.00 , $250.00 ," $11,901.00 ", $-   , $-   ," $9,294.00 ",100%
605,10,4,0,1,0,0,5," $3,344.00 ",1,0,0,1,1,0,5,01/09/2014," $8,267.00 ", $356.00 ," $5,150.00 "," $18,905.00 ", $-   ," $1,389.00 "," $3,534.00 ",73%
565,22,4,0,3,0,4,7," $6,906.00 ",7,6,67,14,1,0,5,01/08/2007," $14,535.00 ", $118.00 ," $2,000.00 "," $63,963.00 ", $-   ," $2,232.00 "," $6,584.00 ",48%
630,60,25,0,5,0,11,11," $7,716.00 ",42,20,27,8,1,0,5,01/12/1999," $28,971.00 "," $1,504.00 "," $18,060.00 "," $71,864.00 ", $-   ," $15,656.00 "," $8,493.00 ",37%
671,6,4,0,1,0,0,0, $-   ,1,0,0,0,0,0,0,01/08/2015," $45,847.00 ", $382.00 ," $6,000.00 "," $52,769.00 ", $-   ," $2,287.00 "," $43,560.00 ",62%
542,11,1,0,0,0,0,6," $1,633.00 ",4,4,19,2,0,0,3,01/09/2013," $1,754.00 ", $25.00 , $750.00 ," $22,596.00 ", $-   , $570.00 , $493.00 ,95%
533,21,3,0,3,1,5,7," $24,104.00 ",35,12,21,17,2,0,3,01/12/2009," $129,025.00 "," $2,407.00 ", $500.00 ," $217,356.00 "," $36,153.00 "," $3,876.00 "," $104,383.00 ",0%
543,19,2,0,1,0,3,9," $10,846.00 ",36,8,2,6,0,0,4,01/05/2015," $16,852.00 ", $350.00 , $-   ," $28,622.00 ", $-   , $973.00 ," $5,067.00 ",0%
521,12,1,0,1,0,2,5," $9,640.00 ",38,20,26,6,6,0,2,01/10/2007," $253,978.00 ", $-   , $-   ," $356,127.00 "," $242,360.00 "," $2,738.00 "," $242,360.00 ",0%
606,19,9,0,0,0,3,2," $15,816.00 ",8,5,18,3,0,1,0,01/07/2008," $52,582.00 ", $175.00 ," $6,900.00 "," $61,081.00 ", $-   ," $17,716.00 "," $34,866.00 ",72%
659,17,11,0,0,0,3,1, $783.00 ,1,1,3,38,3,0,1,01/04/2016," $28,051.00 "," $1,233.00 "," $1,900.00 "," $41,318.00 ", $-   , $793.00 ," $26,253.00 ",58%
602,16,3,0,6,0,0,$6," $3,013.00 ",9,12,11,5,3,0,5,01/09/2009," $26,235.00 ", $40.00 , $300.00 ," $33,925.00 ", $-   , $318.00 ," $21,479.00 ",35%
532,11,1,0,0,0,3,4," $2,920.00 ",29,20,5,9,1,0,2,01/09/1995," $20,343.00 ", $626.00 , $300.00 ," $240,125.00 ", $-   , $319.00 ," $18,375.00 ",0%
768,7,5,0,0,0,2,0, $-   ,0,0,0,0,0,0,0,01/02/2006," $187,298.00 "," $1,777.00 "," $5,900.00 "," $206,306.00 "," $176,093.00 ", $-   ," $187,298.00 ",100%
617,11,2,0,0,0,1,5," $12,410.00 ",12,7,38,5,1,0,3,01/07/2011," $19,020.00 ", $25.00 , $200.00 ," $32,481.00 ", $-   , $755.00 ," $6,583.00 ",87%
574,21,5,0,1,0,3,6," $3,411.00 ",13,6,14,4,3,0,4,01/05/2012," $6,797.00 ", $183.00 ," $2,880.00 "," $6,531.00 ", $-   ," $5,478.00 ", $596.00 ,3%
661,33,13,0,8,0,8,0, $-   ,7,4,53,20,0,0,0,01/05/2004," $56,402.00 ", $746.00 ," $8,640.00 "," $95,261.00 ", $-   , $903.00 ," $55,499.00 ",90%
570,23,1,0,0,0,10,8," $6,592.00 ",6,5,17,2,0,0,6,01/01/2006," $8,456.00 ", $56.00 ," $1,900.00 "," $66,487.00 ", $-   ," $2,548.00 ", $-   ,2%
619,2,1,0,1,0,0,0, $-   ,4,2,2,0,0,0,0,01/03/2017, $-   , $-   , $400.00 , $803.00 , $-   , $-   , $-   ,100%
738,15,5,0,0,0,10,0, $-   ,0,0,0,6,1,0,0,01/12/2001," $425,818.00 "," $2,931.00 "," $39,400.00 "," $939,075.00 "," $398,368.00 "," $18,355.00 "," $407,463.00 ",53%
561,19,2,0,4,0,5,7," $16,599.00 ",4,1,58,30,16,0,6,01/02/2012," $43,268.00 ", $522.00 , $-   ," $87,182.00 ", $-   , $-   ," $21,630.00 ",0%
707,4,4,0,0,0,0,0, $-   ,0,0,0,4,0,0,0,01/11/2007," $1,623.00 ", $135.00 ," $5,900.00 "," $7,254.00 ", $-   , $784.00 , $839.00 ,87%
509,10,0,0,0,0,3,5," $27,126.00 ",6,4,9,5,2,0,2,01/05/2011," $27,126.00 ", $-   , $-   ," $38,740.00 ", $-   ," $1,133.00 ", $-   ,0%
$305,63,0,0,0,0,7,1, $305.00 ,16,41,161,2,0,1,0,01/09/1996, $316.00 , $-   , $-   ," $941,675.00 ", $-   , $-   , $-   ,0%
553,14,1,0,0,0,7,1, $968.00 ,6,2,5,11,1,1,0,01/12/1999, $979.00 , $11.00 , $-   ," $10,205.00 ", $-   , $-   , $11.00 ,0%
554,28,4,0,0,1,15,6," $5,136.00 ",15,9,5,8,0,0,3,01/11/2005," $317,458.00 "," $1,973.00 ", $200.00 ," $618,378.00 "," $165,692.00 ", $173.00 ," $315,428.00 ",14%
536,43,7,0,0,0,11,17,"15,400",17,14,30,15,7,0,12,01/07/2006," $70,724.00 ", $677.00 , $900.00 ," $139,570.00 ", $-   ," $2,110.00 "," $52,469.00 ",22%
588,22,15,0,0,0,1,5," $5,806.00 ",0,0,0,3,0,0,5,01/07/2014," $42,720.00 ", $48.00 , $-   ," $42,094.00 ", $-   , $-   ," $36,914.00 ",0%
620,6,2,0,0,0,0,4," $5,020.00 ",0,0,0,4,0,0,4,01/11/2014," $16,709.00 ", $25.00 , $500.00 ," $14,281.00 ", $-   , $279.00 ," $11,410.00 ",44%
486,10,0,0,1,0,2,5," $1,213.00 ",9,6,10,3,1,0,1,01/11/2011," $6,399.00 ", $266.00 ," $5,450.00 "," $16,420.00 ", $-   ," $6,399.00 ", $-   ,13%
567,41,3,0,1,0,12,16," $17,635.00 ",16,13,26,14,4,0,9,01/09/2007," $30,147.00 ", $625.00 ," $1,596.00 "," $93,604.00 ", $-   ," $7,545.00 "," $10,927.00 ",11%
527,15,1,0,1,0,4,5, $734.00 ,20,8,2,17,2,1,3,01/05/2010," $28,241.00 "," $1,170.00 "," $1,150.00 "," $78,876.00 ", $-   ," $1,380.00 "," $26,314.00 ",0%
506,10,0,0,0,0,1,6," $6,640.00 ",4,3,14,1,0,0,4,01/02/2011," $6,640.00 ", $-   , $-   ," $55,132.00 ", $-   , $-   , $-   ,0%
540,25,1,0,9,0,1,7," $3,923.00 ",5,6,155,6,2,0,2,01/09/2010," $36,100.00 ", $253.00 , $-   ," $44,586.00 ", $-   ," $1,873.00 "," $32,089.00 ",0%
609,19,6,0,0,0,1,2, $945.00 ,3,3,80,5,1,1,1,01/07/2004," $2,922.00 ", $134.00 ," $1,350.00 "," $54,337.00 ", $-   , $507.00 ," $1,470.00 ",62%
501,5,1,0,0,0,0,4," $4,350.00 ",2,2,8,3,2,0,1,01/05/2013," $4,350.00 ", $-   ," $1,500.00 ", $794.00 , $-   ," $3,556.00 ", $-   ,100%
543,28,3,0,0,0,5,16," $16,227.00 ",5,5,16,10,0,0,12,01/03/2016," $20,688.00 ", $-   , $-   ," $24,096.00 ", $-   , $751.00 ," $4,461.00 ",0%
733,4,4,0,0,0,0,0, $-   ,0,0,0,2,1,0,0,01/11/2017, $821.00 , $62.00 ," $39,800.00 "," $17,539.00 ", $-   , $821.00 , $-   ,98%
815,49,24,0,0,0,24,0, $-   ,0,0,0,7,0,0,0,01/04/1998," $38,639.00 "," $1,481.00 "," $118,200.00 "," $217,617.00 ", $-   ," $10,787.00 "," $27,852.00 ",91%
630,71,31,0,23,0,14,2, $943.00 ,3,2,27,11,0,1,0,01/09/2003," $111,276.00 "," $1,209.00 "," $22,989.00 "," $147,893.00 ", $-   ," $17,232.00 "," $94,044.00 ",35%
603,4,1,0,0,0,0,2," $3,222.00 ",1,0,0,11,2,0,2,01/12/2015," $3,384.00 ", $25.00 ," $1,000.00 "," $4,368.00 ", $-   , $162.00 , $-   ,84%
779,84,54,0,0,0,28,0, $-   ,0,0,0,8,1,0,0,01/06/1986," $41,015.00 "," $1,419.00 "," $240,624.00 "," $439,360.00 "," $106,719.00 "," $21,156.00 "," $119,859.00 ",91%
478,22,0,0,0,0,0,22," $16,073.00 ",2,1,1,3,0,0,21,01/12/2017," $16,073.00 ", $-   , $-   ," $19,632.00 ", $-   , $-   , $-   ,0%
647,12,2,0,0,0,9,1, $45.00 ,0,0,0,10,2,0,1,01/06/2014," $20,419.00 ", $390.00 , $-   ," $48,044.00 ", $-   , $228.00 ," $20,146.00 ",0%
652,27,10,0,0,0,1,16," $17,398.00 ",0,0,0,23,8,0,16,01/04/2017," $39,065.00 "," $1,050.00 "," $17,850.00 "," $54,420.00 ", $-   ," $4,180.00 "," $17,487.00 ",77%
641,24,16,0,0,0,2,3, $892.00 ,20,7,3,26,7,0,2,01/12/1999," $66,317.00 "," $1,449.00 "," $5,275.00 "," $92,531.00 ", $-   ," $3,009.00 "," $62,416.00 ",43%
604,12,10,0,0,0,0,1," $13,087.00 ",1,1,3,15,8,0,1,01/12/1999," $59,248.00 ", $749.00 ," $1,474.00 "," $58,893.00 ", $-   ," $1,183.00 "," $44,978.00 ",20%
602,11,2,0,0,0,6,0, $-   ,1,0,0,19,8,1,0,01/11/2013," $1,788.00 ", $192.00 , $200.00 ," $111,331.00 ", $-   , $177.00 ," $1,611.00 ",12%
841,28,9,0,0,0,18,0, $-   ,0,0,0,0,0,0,0,01/10/1992," $93,359.00 "," $2,159.00 "," $63,800.00 "," $1,212,596.00 "," $90,213.00 "," $3,146.00 "," $90,213.00 ",95%
579,32,19,0,1,0,11,1, $161.00 ,3,0,0,3,2,0,1,01/12/2014," $21,688.00 ", $745.00 ," $24,413.00 "," $250,752.00 ", $-   ," $20,951.00 ", $576.00 ,22%
535,51,10,0,0,1,14,4," $1,246.00 ",19,7,7,15,0,1,0,01/05/2007," $116,533.00 "," $1,592.00 "," $1,450.00 "," $248,697.00 ", $-   ," $6,742.00 "," $109,791.00 ",13%
588,4,0,0,0,0,3,0, $-   ,1,1,3,2,0,0,0,01/04/2015, $-   , $-   , $-   ," $5,012.00 ", $-   , $-   , $-   ,0%
526,2,0,0,0,0,0,2," $9,159.00 ",1,1,0,2,0,0,0,01/06/2012," $9,635.00 ", $-   , $-   ," $10,347.00 ", $-   , $-   , $-   ,0%
574,30,3,0,10,1,0,8," $4,745.00 ",14,8,15,2,1,0,9,01/12/1999," $167,791.00 ", $455.00 , $-   ," $501,803.00 ", $-   ," $1,202.00 "," $163,046.00 ",0%
709,17,9,0,0,0,7,0, $-   ,1,0,0,2,0,0,0,01/08/2015," $20,632.00 ", $889.00 ," $24,251.00 "," $189,469.00 ", $-   ," $6,712.00 "," $13,920.00 ",72%
684,6,4,0,0,0,1,0, $684.00 ,2,0,0,2,0,0,0,01/09/2013," $5,918.00 ", $269.00 ," $3,101.00 "," $25,806.00 ", $-   , $-   ," $5,918.00 ",100%
738,9,6,0,0,0,3,0, $-   ,0,0,0,1,0,0,0,01/09/2015," $12,701.00 ", $99.00 ," $5,500.00 "," $54,220.00 ", $-   , $975.00 ," $11,726.00 ",82%
666,2,2,0,0,0,0,0, $-   ,0,0,0,3,0,0,0,01/11/2019," $1,783.00 ", $107.00 ," $2,750.00 "," $2,145.00 ", $-   ," $1,783.00 ", $-   ,35%
487,19,1,0,0,0,1,9," $29,265.00 ",10,7,41,5,1,0,3,01/12/2011," $29,775.00 ", $-   , $450.00 ," $69,382.00 ", $-   ," $1,140.00 ", $-   ,100%
576,22,5,0,1,0,4,7," $14,796.00 ",20,8,13,9,7,1,3,01/07/2013," $60,310.00 "," $1,247.00 "," $2,600.00 "," $123,384.00 ", $-   ," $3,645.00 "," $43,654.00 ",28%
671,22,14,0,0,0,7,0, $-   ,1,0,0,21,6,0,0,01/05/2005," $178,226.00 "," $1,063.00 "," $1,190.00 "," $224,376.00 "," $94,297.00 ", $744.00 ," $177,482.00 ",37%
559,21,4,0,3,0,2,8," $8,032.00 ",17,9,34,7,2,0,2,01/08/2002," $64,126.00 ", $496.00 , $-   ," $45,837.00 ", $-   ," $4,120.00 "," $56,094.00 ",0%
601,24,10,0,1,0,2,4," $14,693.00 ",28,15,40,5,1,0,1,01/12/1999," $114,385.00 "," $1,347.00 ", $900.00 ," $680,321.00 ", $-   , $980.00 ," $99,052.00 ",29%
613,19,3,0,0,0,1,0, $613.00 ,6,11,105,1,0,0,0,01/12/2003," $38,218.00 ", $42.00 , $-   ," $102,127.00 ", $-   , $-   ," $38,218.00 ",0%
570,9,1,0,0,0,2,6," $3,557.00 ",1,1,4,8,5,0,5,01/02/2016," $3,687.00 ", $30.00 , $200.00 ," $7,684.00 ", $-   , $746.00 , $-   ,35%
759,19,8,0,0,0,11,0, $-   ,0,0,0,0,0,0,0,01/06/2007," $262,486.00 "," $1,975.00 "," $19,750.00 "," $293,050.00 "," $257,218.00 "," $5,268.00 "," $257,218.00 ",73%
655,37,19,0,0,0,17,0, $-   ,0,0,0,13,0,1,1,01/06/2006," $388,217.00 ", $956.00 ," $22,545.00 "," $441,196.00 "," $323,448.00 "," $17,919.00 "," $370,298.00 ",39%
669,12,12,0,0,0,0,0, $-   ,0,0,0,26,1,0,0,01/10/2017," $192,406.00 "," $2,489.00 "," $20,550.00 "," $202,864.00 "," $164,306.00 "," $9,335.00 "," $183,071.00 ",55%
588,44,22,0,0,1,11,1, $40.00 ,24,11,24,33,4,0,0,01/09/2004," $248,732.00 "," $2,253.00 "," $18,400.00 "," $282,522.00 "," $238,970.00 "," $7,488.00 "," $241,244.00 ",60%
667,29,16,0,1,0,2,0, $-   ,2,1,35,6,4,0,0,01/03/2012," $59,107.00 ", $567.00 ," $14,000.00 "," $90,819.00 ", $-   ," $3,230.00 "," $55,877.00 ",77%
739,18,13,0,0,0,5,0, $-   ,0,0,0,1,0,0,0,01/01/1992," $38,956.00 "," $1,218.00 "," $29,400.00 "," $120,715.00 ", $-   ," $17,898.00 "," $21,058.00 ",39%
543,30,7,0,6,1,3,8," $21,330.00 ",11,10,97,18,7,0,2,01/06/2006," $207,568.00 "," $1,325.00 "," $2,150.00 "," $180,078.00 ", $-   ," $2,963.00 "," $186,044.00 ",32%
583,12,4,0,4,0,3,0, $-   ,6,0,0,10,1,0,0,01/01/2016," $29,919.00 ", $533.00 ," $6,200.00 "," $62,530.00 ", $-   ," $6,369.00 "," $23,550.00 ",0%
549,24,16,0,1,1,4,2, $164.00 ,4,25,1,17,4,0,0,01/10/2006," $178,151.00 "," $1,837.00 "," $15,500.00 "," $183,853.00 ", $-   ," $16,091.00 "," $162,060.00 ",0%
578,5,1,0,0,0,0,4," $1,507.00 ",0,0,0,1,0,0,4,01/02/2016," $1,735.00 ", $32.00 , $300.00 ," $1,839.00 ", $-   , $228.00 , $-   ,24%
646,4,1,0,0,0,2,0, $-   ,0,0,0,0,0,0,1,01/03/2009, $561.00 , $-   , $250.00 ," $8,660.00 ", $-   , $-   , $-   ,100%
601,39,15,0,1,0,10,9," $4,981.00 ",7,7,12,27,9,0,6,01/12/1999," $154,807.00 "," $2,438.00 "," $3,050.00 "," $237,670.00 ", $-   ," $3,464.00 "," $146,908.00 ",3%
679,3,2,0,0,0,1,0, $-   ,0,0,0,2,2,0,0,01/12/1999, $299.00 , $206.00 , $300.00 , $942.00 , $-   , $118.00 , $181.00 ,61%
469,28,0,0,2,1,5,16," $12,587.00 ",32,9,33,4,1,0,11,01/01/2008," $25,344.00 ", $-   , $-   ," $26,179.00 ", $-   , $838.00 ," $12,450.00 ",0%
591,25,11,0,1,0,2,1, $107.00 ,8,5,13,29,16,0,1,01/09/2007," $125,447.00 "," $2,040.00 "," $7,025.00 "," $333,393.00 "," $88,875.00 "," $5,011.00 "," $120,329.00 ",29%
549,29,4,0,1,0,10,7," $4,455.00 ",6,6,90,12,5,1,1,01/12/1999," $74,792.00 ", $381.00 , $-   ," $80,778.00 ", $-   , $497.00 ," $70,276.00 ",31%
491,15,1,0,0,0,2,11," $9,383.00 ",7,7,22,1,1,0,5,01/12/2015," $9,418.00 ", $35.00 , $200.00 ," $4,309.00 ", $-   ," $5,144.00 ", $-   ,83%
610,32,9,0,0,0,19,0, $-   ,0,0,0,15,2,0,0,01/01/2015," $91,814.00 "," $1,543.00 "," $6,430.00 "," $169,602.00 ", $-   ," $5,901.00 "," $85,913.00 ",8%
612,13,5,0,1,1,3,3," $2,278.00 ",7,3,15,8,0,0,1,01/03/2012," $132,722.00 ", $85.00 ," $2,400.00 "," $158,372.00 "," $128,254.00 "," $2,246.00 "," $128,254.00 ",6%
535,27,3,0,3,0,8,9," $28,410.00 ",18,10,20,15,4,0,5,01/08/2010," $64,186.00 ", $125.00 ," $1,650.00 "," $65,398.00 ", $-   ," $2,011.00 "," $34,564.00 ",44%
632,56,19,0,1,0,23,0, $-   ,3,4,2,0,0,1,0,01/02/1988," $242,387.00 ", $391.00 , $-   ," $1,284,242.00 ", $-   , $-   ," $242,387.00 ",0%
577,31,8,0,0,0,6,9," $13,422.00 ",19,11,37,11,3,0,4,01/04/2005," $34,568.00 ", $630.00 ," $8,350.00 "," $115,539.00 ", $-   ," $8,876.00 "," $13,260.00 ",6%
720,12,8,0,0,0,4,0, $-   ,0,0,0,6,1,0,0,01/01/2011," $48,374.00 "," $1,042.00 "," $48,650.00 "," $110,612.00 ", $-   ," $20,805.00 "," $27,569.00 ",57%
726,10,7,0,0,0,1,0, $-   ,0,0,0,7,2,0,0,01/06/1992," $38,146.00 ", $452.00 ," $42,450.00 "," $54,197.00 ", $-   ," $7,581.00 "," $30,565.00 ",82%
542,54,8,0,0,0,19,20," $36,806.00 ",21,21,72,14,3,0,4,01/08/1993," $128,793.00 "," $1,171.00 "," $1,200.00 "," $331,461.00 ", $-   ," $30,349.00 "," $87,715.00 ",41%
621,32,6,0,0,0,9,2, $558.00 ,19,6,18,4,0,2,0,01/10/1998," $1,328.00 ", $707.00 , $300.00 ," $93,179.00 ", $-   , $98.00 , $672.00 ,67%
615,15,3,0,1,0,3,4," $4,001.00 ",44,26,22,9,1,1,3,01/01/2006," $40,267.00 "," $1,925.00 ", $-   ," $535,062.00 ", $-   ," $2,267.00 "," $36,266.00 ",0%
700,2,2,0,0,0,0,0, $-   ,0,0,0,5,1,0,0,01/02/2020, $79.00 , $27.00 ," $3,100.00 ", $281.00 , $-   , $79.00 , $-   ,97%
497,13,5,0,1,0,1,6," $2,688.00 ",6,5,6,12,6,0,1,01/11/2009," $87,365.00 ", $587.00 ," $11,600.00 "," $92,079.00 ", $-   ," $14,831.00 "," $71,089.00 ",0%
501,11,1,0,0,0,1,5," $9,347.00 ",24,7,4,9,0,0,0,01/10/2001," $11,706.00 ", $25.00 , $300.00 ," $41,327.00 ", $-   ," $1,097.00 ", $-   ,0%
528,7,2,0,0,0,3,1, $233.00 ,1,3,4,3,0,0,0,01/09/2011, $233.00 , $-   ," $35,500.00 "," $76,914.00 ", $-   , $-   , $-   ,100%
586,8,5,0,0,0,0,3," $1,341.00 ",0,0,0,28,5,0,3,01/07/2016," $11,678.00 ", $130.00 , $700.00 ," $11,682.00 ", $-   , $364.00 ," $9,973.00 ",48%
616,38,2,0,3,0,15,7," $10,641.00 ",61,20,20,13,8,0,4,01/04/2004," $63,254.00 "," $1,073.00 ", $250.00 ," $1,237,423.00 ", $-   ," $2,619.00 "," $52,422.00 ",24%
558,29,13,0,1,0,8,3," $9,416.00 ",8,3,6,2,0,0,3,01/12/2006," $28,880.00 ", $685.00 ," $21,796.00 "," $44,679.00 ", $-   ," $16,497.00 "," $2,967.00 ",28%
661,12,10,0,0,0,1,0, $-   ,2,2,0,5,0,0,0,01/07/2009," $10,022.00 ", $489.00 ," $1,100.00 "," $32,996.00 ", $-   , $756.00 ," $9,266.00 ",31%
543,7,0,0,3,0,0,3," $3,951.00 ",2,1,20,0,0,0,2,01/06/2012," $16,504.00 ", $-   , $250.00 ," $12,962.00 ", $-   , $-   ," $12,553.00 ",100%
641,31,26,0,1,0,2,0, $-   ,1,0,0,7,0,0,1,01/09/2012," $193,162.00 ", $274.00 ," $4,000.00 "," $201,115.00 ", $-   ," $2,429.00 "," $190,733.00 ",39%
485,4,0,0,0,0,0,4," $12,590.00 ",3,3,6,3,2,0,3,01/06/2015," $12,590.00 ", $-   , $-   ," $10,158.00 ", $-   ," $2,100.00 ", $-   ,0%
734,12,10,0,2,0,0,0, $-   ,2,0,0,3,0,0,0,01/08/2016," $27,625.00 ", $57.00 ," $6,600.00 "," $30,313.00 ", $-   ," $1,245.00 "," $26,380.00 ",81%
549,23,3,0,2,0,7,10," $13,867.00 ",14,11,15,6,1,0,3,01/06/2013," $32,583.00 ", $674.00 , $429.00 ," $63,696.00 ", $-   ," $4,588.00 "," $17,528.00 ",100%
580,16,6,0,2,1,0,5," $3,731.00 ",13,9,12,4,2,1,3,01/09/2004," $47,598.00 ", $591.00 ," $1,550.00 "," $41,973.00 ", $-   ," $1,393.00 "," $43,268.00 ",61%
Not Scored,1,1,0,0,0,0,0, $-   ,0,0,0,3,3,0,0,01/07/2020, $489.00 , $35.00 , $500.00 , $504.00 , $-   , $489.00 , $-   ,2%
679,25,15,0,2,0,6,1, $60.00 ,4,1,4,7,3,0,0,01/10/2011," $57,185.00 ", $920.00 ," $35,600.00 "," $114,663.00 ", $-   ," $9,962.00 "," $47,163.00 ",72%
613,4,3,0,0,0,0,0, $613.00 ,6,6,0,10,7,0,0,01/09/2012," $16,306.00 ", $318.00 ," $1,000.00 "," $21,145.00 ", $-   , $494.00 ," $15,812.00 ",51%
634,11,8,0,0,,0,1, $225.00 ,1,1,15,8,0,0,1,01/12/2012," $6,549.00 ", $191.00 ," $3,800.00 "," $20,446.00 ", $-   ," $2,346.00 "," $3,978.00 ",38%
671,49,25,0,0,0,23,0, $-   ,0,0,0,9,3,0,0,01/12/1999," $396,554.00 "," $3,561.00 "," $77,850.00 "," $1,394,433.00 "," $279,633.00 "," $65,122.00 "," $331,432.00 ",16%
650,8,2,0,0,0,4,0, $-   ,6,0,0,1,0,0,0,01/02/2005," $3,803.00 ", $109.00 ," $4,000.00 "," $177,138.00 ", $-   ," $3,803.00 ", $-   ,5%
576,60,26,0,4,0,7,8," $75,862.00 ",35,9,26,17,2,1,2,01/09/2000," $527,039.00 "," $3,747.00 "," $8,500.00 "," $1,490,334.00 "," $324,306.00 "," $19,917.00 "," $491,190.00 ",8%
591,7,3,0,4,0,0,0, $-   ,0,0,12,7,0,0,0,01/09/2016," $24,713.00 ", $335.00 ," $1,500.00 "," $25,093.00 ", $-   ," $1,402.00 "," $23,311.00 ",7%
593,61,37,0,2,1,5,9," $42,274.00 ",24,18,38,27,7,0,4,01/12/1999," $358,664.00 "," $2,933.00 "," $18,500.00 "," $580,679.00 "," $240,157.00 "," $2,251.00 "," $343,796.00 ",87%
667,21,15,0,5,0,0,0, $-   ,1,1,18,2,0,0,0,01/11/2011," $80,044.00 ", $633.00 ," $2,950.00 "," $79,122.00 ", $-   ," $1,372.00 "," $78,672.00 ",53%
745,16,10,0,0,0,6,0, $-   ,0,0,0,13,2,0,0,01/11/2012," $335,356.00 "," $2,273.00 "," $18,820.00 "," $381,102.00 "," $318,251.00 "," $3,242.00 "," $332,114.00 ",83%
605,15,8,0,3,0,2,0, $-   ,13,2,4,19,3,0,0,01/08/2013," $9,061.00 ", $420.00 ," $7,850.00 "," $39,607.00 ", $-   ," $4,168.00 "," $4,893.00 ",47%
637,54,37,0,0,0,7,1, $869.00 ,7,7,13,6,2,0,2,01/08/2007," $264,848.00 ", $633.00 ," $10,110.00 "," $307,673.00 ", $-   ," $2,695.00 "," $258,107.00 ",82%
626,23,9,0,0,0,0,9," $36,023.00 ",10,9,23,14,4,0,9,01/12/1999," $103,580.00 ", $161.00 ," $3,650.00 "," $107,426.00 ", $-   , $620.00 ," $66,286.00 ",83%
563,43,3,0,4,0,17,13," $28,458.00 ",43,20,24,6,0,0,3,01/11/2007," $220,380.00 ", $571.00 ," $2,050.00 "," $307,059.00 ", $-   ," $2,883.00 "," $173,093.00 ",87%
476,24,3,0,0,0,0,9," $7,922.00 ",13,12,23,9,2,1,3,01/08/2014," $60,972.00 ", $543.00 , $-   ," $71,823.00 ", $-   ," $2,729.00 "," $53,062.00 ",0%
577,11,3,0,0,0,1,6," $4,341.00 ",2,2,3,1,1,0,6,01/12/1999," $52,913.00 ", $35.00 , $-   ," $42,175.00 ", $-   , $-   ," $48,572.00 ",100%
635,12,4,0,3,0,5,0, $-   ,9,3,0,0,0,1,0,01/11/2007," $51,748.00 "," $1,335.00 "," $8,150.00 "," $107,910.00 "," $27,944.00 "," $5,881.00 "," $45,867.00 ",28%
587,17,2,0,2,0,0,7," $19,005.00 ",20,18,70,2,0,0,0,01/02/2005," $117,565.00 ", $999.00 ," $1,000.00 "," $149,701.00 "," $97,530.00 "," $1,369.00 "," $97,984.00 ",42%
607,31,16,0,0,0,7,5," $15,129.00 ",35,19,1,6,2,0,3,01/04/2007," $76,051.00 "," $1,038.00 "," $1,350.00 "," $273,975.00 ", $-   , $842.00 ," $61,226.00 ",38%
604,14,2,0,0,0,6,1," $2,474.00 ",7,7,15,2,1,0,0,01/08/2004," $40,953.00 ", $946.00 , $-   ," $121,160.00 ", $-   ," $3,234.00 "," $37,719.00 ",0%
645,21,7,0,0,0,12,2," $1,028.00 ",43,8,51,1,0,0,1,01/12/1999," $77,108.00 ", $275.00 ," $1,950.00 "," $88,491.00 ", $-   ," $1,291.00 "," $75,033.00 ",46%
563,23,2,0,1,0,5,10," $15,011.00 ",19,10,10,11,3,0,6,01/02/2013," $16,714.00 ", $153.00 , $625.00 ," $48,386.00 ", $-   , $294.00 ," $1,663.00 ",94%
642,22,9,0,0,0,4,0, $-   ,7,7,18,3,0,0,0,01/07/2011," $5,452.00 ", $443.00 ," $8,950.00 "," $26,134.00 ", $-   ," $4,487.00 ", $965.00 ,50%
